year,region,crop_production_index,crop_yield_tons_ha,agricultural_loss_pct,irrigation_coverage_pct
2001,Uttar Pradesh,99.0,2.48,6.0,62.8
2001,Haryana,104.1,2.81,9.9,52.5
2001,Punjab,102.3,2.74,2.2,68.2
2001,Uttarakhand,104.1,2.79,1.5,70.5
2001,Goa,104.1,2.12,8.2,40.2
2002,Bihar,97.2,2.26,5.1,45.1
2002,Jharkhand,96.9,2.26,5.1,45.7
2002,Odisha,91.5,2.66,11.8,51.8
2002,Chhattisgarh,92.0,2.21,13.2,41.8
2002,Madhya Pradesh,96.1,2.66,3.2,56.2
2002,Rajasthan,91.2,2.31,13.2,41.0
2002,Gujarat,95.3,2.36,8.8,64.6
2002,Maharashtra,101.7,2.55,0.8,69.0
2002,Karnataka,94.0,2.24,12.4,47.6
2002,Andhra Pradesh,95.5,2.29,12.8,52.9
2002,Telangana,88.5,2.18,16.7,47.6
2002,Tamil Nadu,91.9,2.08,9.7,33.7
2002,Kerala,96.5,2.35,9.0,38.2
2002,West Bengal,95.6,2.43,5.6,49.4
2002,Assam,96.4,2.53,10.0,57.3
2002,Uttar Pradesh,91.8,2.25,20.1,38.4
2002,Haryana,92.5,2.34,14.8,49.8
2002,Punjab,95.7,2.53,11.8,66.8
2002,Uttarakhand,94.0,2.32,25.1,50.0
2002,Goa,92.7,2.23,11.6,54.6
2003,Bihar,96.7,2.57,24.7,36.8
2003,Jharkhand,95.7,2.44,14.4,46.5
2003,Odisha,104.3,2.54,10.6,48.9
2003,Chhattisgarh,93.1,2.35,11.4,53.7
2003,Madhya Pradesh,96.5,2.6,9.0,45.2
2003,Rajasthan,90.3,2.39,12.9,52.2
2003,Gujarat,98.1,2.45,2.7,51.7
2003,Maharashtra,92.6,2.51,7.9,45.0
2003,Karnataka,86.6,2.24,12.8,44.8
2003,Andhra Pradesh,100.1,2.6,7.6,32.4
2003,Telangana,92.9,2.36,18.1,60.3
2003,Tamil Nadu,99.0,2.19,12.3,39.8
2003,Kerala,97.0,2.38,16.8,48.5
2003,West Bengal,96.5,2.58,16.2,49.5
2003,Assam,95.3,2.37,8.8,47.9
2003,Uttar Pradesh,93.2,2.14,14.5,35.4
2003,Haryana,95.0,2.42,17.3,60.7
2003,Punjab,86.8,2.38,11.5,34.1
2003,Uttarakhand,91.9,2.45,5.5,41.4
2003,Goa,86.7,2.36,9.9,33.3
2004,Bihar,93.3,2.16,11.2,47.3
2004,Jharkhand,95.1,2.34,11.0,37.6
2004,Odisha,94.7,2.65,3.4,55.7
2004,Chhattisgarh,96.9,2.51,3.9,58.6
2004,Madhya Pradesh,94.7,2.22,10.9,45.0
2004,Rajasthan,94.3,2.3,6.8,64.6
2004,Gujarat,87.8,2.39,15.8,44.2
2004,Maharashtra,98.6,2.37,15.3,42.9
2004,Karnataka,94.9,2.38,17.5,52.5
2004,Andhra Pradesh,92.7,2.44,14.6,39.0
2004,Telangana,101.5,2.51,9.5,46.1
2004,Tamil Nadu,91.2,2.11,15.1,51.9
2004,Kerala,88.9,2.44,3.2,47.4
2004,West Bengal,100.7,2.5,12.2,71.5
2004,Assam,103.1,2.5,6.1,59.7
2004,Uttar Pradesh,98.5,2.58,8.7,64.0
2004,Haryana,97.4,2.4,2.7,54.1
2004,Punjab,93.6,2.09,6.7,48.9
2004,Uttarakhand,92.8,2.28,18.6,49.7
2004,Goa,96.0,2.41,15.1,61.6
2005,Bihar,103.3,2.45,14.4,53.7
2005,Jharkhand,97.2,2.27,8.2,57.0
2005,Odisha,102.1,2.45,6.1,75.8
2005,Chhattisgarh,100.0,2.38,14.2,46.1
2005,Madhya Pradesh,95.5,2.34,16.7,61.0
2005,Rajasthan,98.1,2.41,9.8,33.2
2005,Gujarat,100.6,2.53,9.8,53.4
2005,Maharashtra,107.8,2.36,0.0,54.9
2005,Karnataka,100.9,2.68,0.0,53.4
2005,Andhra Pradesh,96.9,2.56,8.5,53.1
2005,Telangana,100.3,2.44,0.0,80.1
2005,Tamil Nadu,103.1,2.46,5.7,55.1
2005,Kerala,97.9,2.42,12.8,58.3
2005,West Bengal,98.1,2.62,10.6,50.2
2005,Assam,97.8,2.4,6.0,55.5
2005,Uttar Pradesh,105.7,2.61,7.9,86.9
2005,Haryana,98.9,2.47,14.1,56.0
2005,Punjab,104.5,2.69,1.7,77.3
2005,Uttarakhand,96.6,2.62,0.0,86.5
2005,Goa,97.7,2.24,4.6,43.2
2006,Bihar,94.1,2.41,14.3,47.7
2006,Jharkhand,97.1,2.38,7.3,54.9
2006,Odisha,91.7,2.47,7.9,65.1
2006,Chhattisgarh,89.6,2.35,8.1,35.3
2006,Madhya Pradesh,100.7,2.59,4.4,32.6
2006,Rajasthan,90.9,2.34,22.9,43.5
2006,Gujarat,95.1,2.36,13.1,65.0
2006,Maharashtra,99.4,2.34,17.6,47.4
2006,Karnataka,95.7,2.64,8.5,53.8
2006,Andhra Pradesh,94.4,2.74,8.8,40.8
2006,Telangana,91.1,2.24,4.4,50.5
2006,Tamil Nadu,93.4,2.55,12.2,33.7
2006,Kerala,92.2,2.42,10.5,53.4
2006,West Bengal,97.7,2.34,7.4,43.4
2006,Assam,90.4,2.33,10.6,34.6
2006,Uttar Pradesh,90.9,2.31,15.7,45.8
2006,Haryana,98.3,2.2,0.6,63.9
2006,Punjab,96.3,2.55,16.0,44.9
2006,Uttarakhand,87.8,2.21,19.2,50.0
2006,Goa,101.6,2.54,10.0,60.2
2007,Bihar,94.4,2.44,12.0,49.7
2007,Jharkhand,97.6,2.52,14.6,63.5
2007,Odisha,100.8,2.43,11.6,42.6
2007,Chhattisgarh,88.3,2.32,20.8,41.4
2007,Madhya Pradesh,98.6,2.41,13.7,38.3
2007,Rajasthan,97.7,2.19,4.9,47.0
2007,Gujarat,89.5,2.32,17.5,44.2
2007,Maharashtra,96.2,2.26,13.0,45.4
2007,Karnataka,102.3,2.47,0.0,39.6
2007,Andhra Pradesh,88.8,2.45,11.5,49.4
2007,Telangana,92.7,2.35,10.6,31.9
2007,Tamil Nadu,96.1,2.7,2.9,52.0
2007,Kerala,94.7,2.28,15.4,47.7
2007,West Bengal,96.1,2.4,12.4,53.8
2007,Assam,93.1,2.46,8.1,54.9
2007,Uttar Pradesh,103.5,2.45,14.1,51.0
2007,Haryana,94.3,2.28,16.6,55.0
2007,Punjab,90.4,2.29,13.7,43.4
2007,Uttarakhand,94.1,2.5,19.0,55.4
2007,Goa,95.0,2.21,11.7,23.8
2008,Bihar,101.0,2.3,5.5,59.7
2008,Jharkhand,106.8,2.57,0.0,68.8
2008,Odisha,96.6,2.45,0.0,48.3
2008,Chhattisgarh,104.5,2.7,0.0,75.8
2008,Madhya Pradesh,99.6,2.43,0.3,59.0
2008,Rajasthan,109.1,2.57,6.1,65.7
2008,Gujarat,99.9,2.56,1.5,79.2
2008,Maharashtra,95.6,2.43,0.2,60.2
2008,Karnataka,99.8,2.27,0.0,49.0
2008,Andhra Pradesh,100.3,2.51,1.9,57.4
2008,Telangana,105.4,2.73,5.6,66.9
2008,Tamil Nadu,104.8,2.7,1.9,68.2
2008,Kerala,102.9,2.38,6.3,49.4
2008,West Bengal,97.2,2.49,4.2,46.1
2008,Assam,109.3,2.68,1.3,60.8
2008,Uttar Pradesh,99.6,2.41,12.6,68.9
2008,Haryana,96.0,2.48,11.6,48.4
2008,Punjab,99.0,2.57,11.5,59.0
2008,Uttarakhand,101.8,2.8,5.6,58.9
2008,Goa,108.3,2.63,0.0,86.7
2009,Bihar,93.8,2.48,4.3,55.1
2009,Jharkhand,98.9,2.29,12.0,48.7
2009,Odisha,99.3,2.5,13.7,57.8
2009,Chhattisgarh,91.0,2.65,9.5,44.1
2009,Madhya Pradesh,93.8,2.41,18.1,44.2
2009,Rajasthan,94.0,2.14,11.3,39.1
2009,Gujarat,88.7,2.4,10.6,45.9
2009,Maharashtra,104.7,2.63,12.2,52.4
2009,Karnataka,95.6,2.27,6.0,45.1
2009,Andhra Pradesh,94.0,2.38,7.3,41.8
2009,Telangana,94.3,2.58,12.3,52.8
2009,Tamil Nadu,86.9,2.46,14.8,32.2
2009,Kerala,86.2,2.43,16.7,30.9
2009,West Bengal,92.7,2.47,13.2,53.7
2009,Assam,93.9,2.41,18.8,36.1
2009,Uttar Pradesh,97.8,2.14,11.9,46.5
2009,Haryana,90.6,2.24,14.2,49.4
2009,Punjab,90.2,2.34,16.9,40.8
2009,Uttarakhand,97.4,2.56,10.9,46.6
2009,Goa,92.6,2.22,19.9,49.1
2010,Bihar,97.7,2.09,7.5,76.6
2010,Jharkhand,93.7,2.44,6.1,57.7
2010,Odisha,98.5,2.53,7.8,48.0
2010,Chhattisgarh,95.6,2.64,10.0,63.3
2010,Madhya Pradesh,87.4,2.21,14.3,36.5
2010,Rajasthan,88.4,2.71,4.7,36.5
2010,Gujarat,93.6,2.28,12.1,53.4
2010,Maharashtra,90.5,2.27,5.7,54.0
2010,Karnataka,92.2,2.27,10.1,47.9
2010,Andhra Pradesh,94.2,2.31,11.5,32.2
2010,Telangana,91.4,2.2,9.1,33.4
2010,Tamil Nadu,95.7,2.34,14.8,53.1
2010,Kerala,99.4,2.27,11.2,43.6
2010,West Bengal,92.6,2.45,15.6,61.1
2010,Assam,99.0,2.69,9.4,51.1
2010,Uttar Pradesh,91.4,2.22,8.5,52.1
2010,Haryana,99.9,2.34,9.1,43.8
2010,Punjab,95.9,2.43,13.5,51.8
2010,Uttarakhand,93.5,2.49,10.0,38.8
2010,Goa,92.7,2.55,6.5,41.9
2011,Bihar,101.0,2.45,3.3,40.8
2011,Jharkhand,104.0,2.68,4.4,64.7
2011,Odisha,106.7,2.56,5.3,68.3
2011,Chhattisgarh,96.0,2.56,2.4,57.2
2011,Madhya Pradesh,101.9,2.51,0.0,58.1
2011,Rajasthan,107.5,2.3,2.0,78.5
2011,Gujarat,100.2,2.68,11.2,62.8
2011,Maharashtra,101.3,2.61,8.5,67.9
2011,Karnataka,103.3,2.51,0.0,77.8
2011,Andhra Pradesh,106.0,2.45,6.8,59.5
2011,Telangana,106.2,2.51,2.6,73.9
2011,Tamil Nadu,102.6,2.55,14.7,55.0
2011,Kerala,101.1,2.71,7.3,71.6
2011,West Bengal,100.4,2.38,0.0,54.3
2011,Assam,105.0,2.31,0.0,73.5
2011,Uttar Pradesh,98.5,2.44,0.5,62.5
2011,Haryana,103.0,2.48,2.5,51.4
2011,Punjab,102.6,2.63,0.0,51.6
2011,Uttarakhand,99.8,2.69,0.0,58.5
2011,Goa,98.4,2.5,6.6,59.0
2012,Bihar,93.2,2.34,14.8,55.2
2012,Jharkhand,91.9,2.23,14.9,38.7
2012,Odisha,97.0,2.48,8.8,41.5
2012,Chhattisgarh,93.2,2.37,12.0,39.2
2012,Madhya Pradesh,91.6,2.65,15.0,31.0
2012,Rajasthan,92.2,2.21,14.9,43.6
2012,Gujarat,96.4,2.34,4.2,43.0
2012,Maharashtra,95.1,2.14,17.6,47.3
2012,Karnataka,95.1,2.42,7.3,36.5
2012,Andhra Pradesh,95.4,2.41,21.4,55.7
2012,Telangana,92.5,2.16,15.7,46.6
2012,Tamil Nadu,95.7,2.41,4.9,56.1
2012,Kerala,99.7,2.2,15.2,37.3
2012,West Bengal,94.0,2.34,14.6,48.6
2012,Assam,90.9,2.2,14.4,35.0
2012,Uttar Pradesh,96.2,2.7,10.7,47.1
2012,Haryana,93.4,2.27,13.7,28.0
2012,Punjab,89.1,2.51,19.4,45.3
2012,Uttarakhand,99.7,2.46,0.0,44.7
2012,Goa,91.4,2.4,21.2,60.3
2013,Bihar,99.9,2.48,0.0,58.9
2013,Jharkhand,97.4,2.14,2.6,65.7
2013,Odisha,96.8,2.48,7.1,75.9
2013,Chhattisgarh,104.3,2.55,2.4,68.4
2013,Madhya Pradesh,102.7,2.49,0.0,82.2
2013,Rajasthan,109.6,2.65,0.0,75.0
2013,Gujarat,93.3,2.41,0.0,62.5
2013,Maharashtra,100.9,2.47,0.0,69.8
2013,Karnataka,98.6,2.53,3.9,61.6
2013,Andhra Pradesh,96.3,2.4,12.4,60.3
2013,Telangana,94.0,2.3,3.2,39.3
2013,Tamil Nadu,101.7,2.47,10.9,60.0
2013,Kerala,96.5,2.56,8.4,52.5
2013,West Bengal,89.7,2.32,7.1,53.2
2013,Assam,106.3,2.15,3.5,59.5
2013,Uttar Pradesh,101.0,2.57,7.0,53.5
2013,Haryana,98.9,2.59,1.8,54.0
2013,Punjab,92.8,2.68,9.1,32.7
2013,Uttarakhand,101.5,2.74,0.0,69.5
2013,Goa,97.3,2.37,16.3,41.9
2014,Bihar,93.2,2.18,21.1,43.0
2014,Jharkhand,100.0,2.35,14.3,37.1
2014,Odisha,96.0,2.04,7.2,28.8
2014,Chhattisgarh,98.8,2.31,0.0,48.6
2014,Madhya Pradesh,102.1,2.14,8.4,61.2
2014,Rajasthan,95.7,2.47,2.5,53.0
2014,Gujarat,99.5,2.51,11.3,45.7
2014,Maharashtra,92.6,2.52,15.6,34.1
2014,Karnataka,87.4,2.37,12.4,46.5
2014,Andhra Pradesh,96.5,2.23,16.2,51.3
2014,Telangana,91.3,2.57,16.1,52.2
2014,Tamil Nadu,91.4,2.04,19.1,32.1
2014,Kerala,95.7,2.53,15.6,42.1
2014,West Bengal,90.9,2.43,14.2,43.7
2014,Assam,98.2,1.98,8.2,44.6
2014,Uttar Pradesh,88.8,2.4,14.8,47.4
2014,Haryana,94.1,2.51,10.7,43.6
2014,Punjab,90.4,2.38,16.9,36.7
2014,Uttarakhand,93.8,2.57,7.3,44.1
2014,Goa,95.0,2.29,19.8,32.3
2015,Bihar,87.4,2.56,16.5,39.6
2015,Jharkhand,90.5,2.24,15.1,43.0
2015,Odisha,93.2,2.57,8.1,49.0
2015,Chhattisgarh,90.4,2.25,13.0,44.2
2015,Madhya Pradesh,94.8,2.47,9.1,52.9
2015,Rajasthan,97.4,2.32,12.7,49.2
2015,Gujarat,97.2,2.35,7.5,53.2
2015,Maharashtra,97.1,2.43,4.6,50.5
2015,Karnataka,93.1,1.92,9.8,54.6
2015,Andhra Pradesh,93.7,2.55,15.5,41.0
2015,Telangana,90.8,2.24,2.8,39.5
2015,Tamil Nadu,101.1,2.59,2.2,44.7
2015,Kerala,97.2,2.27,9.1,57.3
2015,West Bengal,94.2,2.28,7.7,38.2
2015,Assam,92.7,2.3,13.9,44.2
2015,Uttar Pradesh,94.0,2.35,15.3,41.4
2015,Haryana,94.1,2.48,5.1,49.1
2015,Punjab,93.0,2.18,13.6,54.3
2015,Uttarakhand,94.0,2.46,15.9,49.9
2015,Goa,90.3,2.41,10.5,29.7
2016,Bihar,98.9,2.51,2.6,49.2
2016,Jharkhand,92.8,2.38,14.0,49.6
2016,Odisha,96.0,2.42,9.4,32.5
2016,Chhattisgarh,95.5,2.12,9.3,37.6
2016,Madhya Pradesh,94.3,2.6,18.0,37.0
2016,Rajasthan,93.8,2.26,5.9,58.6
2016,Gujarat,85.7,2.3,12.4,42.2
2016,Maharashtra,94.8,2.65,14.8,49.1
2016,Karnataka,97.8,2.26,8.3,51.1
2016,Andhra Pradesh,91.4,2.29,10.6,57.4
2016,Telangana,96.2,2.57,2.3,49.7
2016,Tamil Nadu,97.9,2.55,8.2,40.9
2016,Kerala,95.3,2.66,6.1,47.1
2016,West Bengal,95.6,2.2,13.6,50.4
2016,Assam,96.7,2.15,11.1,46.3
2016,Uttar Pradesh,90.0,2.41,17.0,57.1
2016,Haryana,90.3,2.43,17.3,37.8
2016,Punjab,90.0,2.23,11.8,25.3
2016,Uttarakhand,94.5,2.08,4.1,44.9
2016,Goa,89.5,2.27,9.6,44.0
2017,Bihar,98.6,2.27,8.4,59.0
2017,Jharkhand,98.3,2.19,6.7,52.2
2017,Odisha,103.0,2.4,6.5,60.8
2017,Chhattisgarh,105.2,2.88,6.9,49.4
2017,Madhya Pradesh,96.6,2.62,9.2,61.7
2017,Rajasthan,98.2,2.52,2.4,65.4
2017,Gujarat,97.6,2.35,8.6,53.0
2017,Maharashtra,101.0,2.58,9.2,56.6
2017,Karnataka,108.6,2.55,7.1,48.8
2017,Andhra Pradesh,91.5,2.64,5.3,38.5
2017,Telangana,104.3,2.22,0.0,57.5
2017,Tamil Nadu,92.9,2.42,6.5,58.0
2017,Kerala,95.7,2.52,4.9,58.3
2017,West Bengal,104.4,2.92,0.0,65.1
2017,Assam,97.6,2.68,10.0,75.4
2017,Uttar Pradesh,99.3,2.59,7.6,66.8
2017,Haryana,101.1,2.46,9.1,62.9
2017,Punjab,103.9,2.31,0.0,60.9
2017,Uttarakhand,102.1,2.67,8.2,63.9
2017,Goa,106.3,2.74,0.0,68.2
2018,Bihar,88.1,2.27,14.9,49.6
2018,Jharkhand,95.4,2.41,17.2,43.5
2018,Odisha,93.3,2.6,15.9,48.5
2018,Chhattisgarh,87.8,2.04,20.7,46.0
2018,Madhya Pradesh,96.7,2.52,14.5,47.4
2018,Rajasthan,88.7,2.45,16.1,70.1
2018,Gujarat,96.1,2.23,12.3,35.6
2018,Maharashtra,93.2,2.3,19.8,49.7
2018,Karnataka,96.1,2.51,8.3,48.1
2018,Andhra Pradesh,95.0,2.38,5.0,54.7
2018,Telangana,93.8,2.54,16.4,58.4
2018,Tamil Nadu,92.2,2.53,18.1,42.0
2018,Kerala,92.4,2.48,24.1,41.4
2018,West Bengal,93.5,2.62,25.1,38.1
2018,Assam,92.3,2.34,5.0,35.9
2018,Uttar Pradesh,101.3,2.17,11.8,49.7
2018,Haryana,95.9,2.59,0.0,66.6
2018,Punjab,91.0,2.52,17.8,40.3
2018,Uttarakhand,92.6,2.61,9.7,55.5
2018,Goa,94.3,2.3,7.4,35.4
2019,Bihar,84.8,2.44,7.0,35.5
2019,Jharkhand,95.7,2.1,18.7,43.0
2019,Odisha,100.2,2.12,9.4,67.4
2019,Chhattisgarh,101.7,2.38,3.6,38.7
2019,Madhya Pradesh,88.7,2.62,13.2,49.2
2019,Rajasthan,99.9,2.44,13.8,56.3
2019,Gujarat,98.8,2.2,23.6,32.6
2019,Maharashtra,101.4,2.3,10.6,42.8
2019,Karnataka,90.6,2.2,11.7,57.2
2019,Andhra Pradesh,91.3,2.18,17.4,53.4
2019,Telangana,89.5,2.06,19.9,42.3
2019,Tamil Nadu,88.2,1.99,14.0,55.3
2019,Kerala,85.7,2.5,11.0,37.0
2019,West Bengal,98.7,2.36,7.7,52.2
2019,Assam,94.8,2.22,18.6,50.3
2019,Uttar Pradesh,97.8,2.16,12.2,48.4
2019,Haryana,99.7,2.52,4.4,55.5
2019,Punjab,96.5,2.25,9.1,58.0
2019,Uttarakhand,98.4,2.31,11.9,54.1
2019,Goa,95.4,2.67,9.0,49.3
2020,Bihar,101.9,2.63,3.8,50.4
2020,Jharkhand,93.9,2.44,2.4,47.3
2020,Odisha,99.7,2.47,6.9,45.0
2020,Chhattisgarh,101.2,2.88,8.8,47.6
2020,Madhya Pradesh,100.3,2.42,0.0,46.2
2020,Rajasthan,98.5,2.71,1.2,48.8
2020,Gujarat,100.7,2.44,0.0,68.9
2020,Maharashtra,104.5,2.57,10.8,61.1
2020,Karnataka,98.1,2.34,9.4,52.7
2020,Andhra Pradesh,105.0,2.39,14.1,56.0
2020,Telangana,97.0,2.42,15.3,46.7
2020,Tamil Nadu,96.9,2.65,4.1,64.0
2020,Kerala,98.8,2.58,4.3,47.1
2020,West Bengal,99.7,2.27,9.0,43.1
2020,Assam,100.8,2.54,0.0,60.7
2020,Uttar Pradesh,101.1,2.75,8.5,52.8
2020,Haryana,105.0,2.72,6.4,74.3
2020,Punjab,100.3,2.76,7.2,63.9
2020,Uttarakhand,104.4,2.66,3.0,66.8
2020,Goa,94.2,2.21,3.5,38.0
2021,Bihar,103.0,2.44,3.5,62.8
2021,Jharkhand,103.9,2.72,2.7,86.4
